,5951at33208a,9639at33208a,13816at33208a,14776at33208a,16244at33208a,40200at33208a,45934at33208a,49474at33208a,50756at33208a,56573at33208a,57158at33208a,63697at33208a,64435at33208a,65302at33208a,66018at33208a,75406at33208a,76852at33208a,84980at33208a,88053at33208a,92367at33208a,99614at33208a,99987at33208a,102804at33208a,103854at33208a,107151at33208a,107574at33208a,108764at33208a,109109at33208a,111730at33208a,111746at33208a,114954at33208a,115878at33208a,118209at33208a,119252at33208a,119591at33208a,121127at33208a,123923at33208a,124302at33208a,127766at33208a,129179at33208a,130245at33208a,130256at33208a,131349at33208a,131848at33208a,132087at33208a,134492at33208a,135294at33208a,137383at33208a,139188at33208a,143619at33208a,143997at33208a,146671at33208a,147873at33208a,148067at33208a,148325at33208a,152327at33208a,152977at33208a,153034at33208a,157109at33208a,157138at33208a,158845at33208a,158962at33208a,162821at33208a,164767at33208a,166097at33208a,168850at33208a,168924at33208a,169864at33208a,172677at33208a,176247at33208a,177718at33208a,177858at33208a,178537at33208a,179485at33208a,180808at33208a,182834at33208a,184508at33208a,184717at33208a,186208at33208a,186707at33208a,187280at33208a,189414at33208a,190726at33208a,191938at33208a,192250at33208a,194754at33208a,195986at33208a,196950at33208a,197549at33208a,197652at33208a,200997at33208a,201397at33208a,202545at33208a,203128at33208a,203698at33208a,205220at33208a,206786at33208a,206858at33208a,207599at33208a,208219at33208a,210614at33208a,212972at33208a,214788at33208a,215654at33208a,216257at33208a,216563at33208a,218441at33208a,219795at33208a,219856at33208a,222489at33208a,223234at33208a,224280at33208a,226335at33208a,226941at33208a,227087at33208a,227453at33208a,227979at33208a,231157at33208a,231700at33208a,234290at33208a,235149at33208a,235430at33208a,235458at33208a,239016at33208a,239149at33208a,239597at33208a,240437at33208a,244863at33208a,245482at33208a,245567at33208a,246241at33208a,247183at33208a,247905at33208a,249486at33208a,251076at33208a,251577at33208a,255117at33208a,255242at33208a,255924at33208a,257141at33208a,257339at33208a,259581at33208a,260752at33208a,261284at33208a,261614at33208a,262757at33208a,266460at33208a,266469at33208a,266808at33208a,267439at33208a,268134at33208a,268397at33208a,270594at33208a,271297at33208a,271742at33208a,272605at33208a,273040at33208a,273367at33208a,273989at33208a,274044at33208a,274064at33208a,274769at33208a,274992at33208a,277935at33208a,278227at33208a,279631at33208a,279992at33208a,280914at33208a,281304at33208a,281693at33208a,283637at33208a,284059at33208a,285146at33208a,285902at33208a,285966at33208a,286553at33208a,289235at33208a,289928at33208a,291505at33208a,291875at33208a,295556at33208a,295775at33208a,300303at33208a,301572at33208a,302186at33208a,302279at33208a,302921at33208a,303117at33208a,304388at33208a,305260at33208a,306101at33208a,307109at33208a,308610at33208a,311438at33208a,311758at33208a,311761at33208a,312577at33208a,313091at33208a,315044at33208a,315393at33208a,317470at33208a,318483at33208a,318532at33208a,319574at33208a,320390at33208a,321332at33208a,323399at33208a,323473at33208a,324249at33208a,325183at33208a,327301at33208a,331112at33208a,331186at33208a,332870at33208a,333062at33208a,333800at33208a,334272at33208a,334331at33208a,334336at33208a,334342at33208a,334764at33208a,334820at33208a,335107at33208a,336647at33208a,338191at33208a,338482at33208a,339127at33208a,339319at33208a,340558at33208a,340577at33208a,344338at33208a,344346at33208a,344442at33208a,344581at33208a,344611at33208a,345099at33208a,345959at33208a,346541at33208a,347600at33208a,348449at33208a,348544at33208a,348761at33208a,349064at33208a,349627at33208a,351226at33208a,352600at33208a,352854at33208a,353286at33208a,353768at33208a,354829at33208a,354949at33208a,355210at33208a,355739at33208a,356175at33208a,356334at33208a,356503at33208a,357580at33208a,359075at33208a,359324at33208a,359369at33208a,359532at33208a,360379at33208a,360753at33208a,361100at33208a,361203at33208a,361216at33208a,363634at33208a,363840at33208a,363851at33208a,364383at33208a,364694at33208a,365323at33208a,365561at33208a,365691at33208a,366124at33208a,366814at33208a,366936at33208a,367493at33208a,367551at33208a,367596at33208a,367957at33208a,368565at33208a,368670at33208a,368875at33208a,371241at33208a,371297at33208a,371526at33208a,372257at33208a,372707at33208a,373040at33208a,376982at33208a,378033at33208a,378316at33208a,378768at33208a,378913at33208a,379076at33208a,379636at33208a,379771at33208a,380583at33208a,381303at33208a,382000at33208a,382262at33208a,382750at33208a,383313at33208a,384187at33208a,386666at33208a,387079at33208a,387117at33208a,387878at33208a,389367at33208a,389527at33208a,389570at33208a,389591at33208a,390192at33208a,390402at33208a,391896at33208a,393219at33208a,393291at33208a,393419at33208a,393895at33208a,395147at33208a,395183at33208a,395556at33208a,395919at33208a,395948at33208a,396237at33208a,397019at33208a,397659at33208a,398013at33208a,398202at33208a,398607at33208a,399092at33208a,399439at33208a,400042at33208a,401196at33208a,401220at33208a,401679at33208a,401779at33208a,403171at33208a,403817at33208a,404988at33208a,405257at33208a,406927at33208a,407472at33208a,409006at33208a,409186at33208a,411515at33208a,411664at33208a,411755at33208a,412370at33208a,412542at33208a,412930at33208a,413334at33208a,414001at33208a,414571at33208a,414579at33208a,414603at33208a,415618at33208a,416175at33208a,418979at33208a,419502at33208a,419914at33208a,421396at33208a,421685at33208a,421732at33208a,422158at33208a,422751at33208a,423799at33208a,423848at33208a,424392at33208a,424569at33208a,424646at33208a,427349at33208a,427789at33208a,428202at33208a,428754at33208a,429011at33208a,429274at33208a,429751at33208a,430701at33208a,432050at33208a,432155at33208a,432287at33208a,432522at33208a,433216at33208a,433606at33208a,434068at33208a,434863at33208a,435253at33208a,435678at33208a,435921at33208a,435939at33208a,436007at33208a,436098at33208a,436539at33208a,437653at33208a,438133at33208a,438433at33208a,438453at33208a,439736at33208a,440195at33208a,440493at33208a,441575at33208a,442169at33208a,442203at33208a,442823at33208a,443305at33208a,443518at33208a,443659at33208a,443928at33208a,444160at33208a,444231at33208a,445031at33208a,445034at33208a,445091at33208a,446000at33208a,446031at33208a,447320at33208a,447400at33208a,448196at33208a,448514at33208a,449056at33208a,449139at33208a,449189at33208a,450643at33208a,450785at33208a,451242at33208a,451957at33208a,452208at33208a,452499at33208a,452574at33208a,453049at33208a,453052at33208a,453056at33208a,453687at33208a,454911at33208a,455512at33208a,455941at33208a,456998at33208a,457777at33208a,458807at33208a,458974at33208a,458988at33208a,459253at33208a,460044at33208a,460518at33208a,461123at33208a,461193at33208a,462325at33208a,462897at33208a,463071at33208a,464204at33208a,464243at33208a,464286at33208a,464312at33208a,464987at33208a,465092at33208a,465401at33208a,465512at33208a,465651at33208a,465703at33208a,465933at33208a,466616at33208a,466942at33208a,467106at33208a,467142at33208a,467744at33208a,468248at33208a,468359at33208a,468631at33208a,468710at33208a,468757at33208a,469367at33208a,470197at33208a,470523at33208a,471608at33208a,471787at33208a,472313at33208a,472352at33208a,473106at33208a,474144at33208a,474302at33208a,474387at33208a,475826at33208a,476036at33208a,477052at33208a,477939at33208a,477998at33208a,478073at33208a,478984at33208a,480700at33208a,480735at33208a,481557at33208a,482691at33208a,483489at33208a,485003at33208a,485696at33208a,486370at33208a,486431at33208a,486743at33208a,486993at33208a,487873at33208a,487987at33208a,488559at33208a,488635at33208a,489359at33208a,489858at33208a,489997at33208a,490248at33208a,490961at33208a,491252at33208a,491289at33208a,492033at33208a,493148at33208a,493505at33208a,493913at33208a,494057at33208a,495100at33208a,495175at33208a,495207at33208a,495311at33208a,495329at33208a,495389at33208a,495605at33208a,495802at33208a,495926at33208a,496070at33208a,496219at33208a,498535at33208a,500261at33208a,500808at33208a,501396at33208a,501546at33208a,501788at33208a,502128at33208a,502407at33208a,502429at33208a,502584at33208a,502691at33208a,503333at33208a,503828at33208a,504207at33208a,504292at33208a,504691at33208a,504731at33208a,504912at33208a,505248at33208a,505718at33208a,508188at33208a,508379at33208a,508986at33208a,509494at33208a,509816at33208a,510174at33208a,510522at33208a,510581at33208a,511272at33208a,511386at33208a,511575at33208a,511668at33208a,514121at33208a,514296at33208a,514565at33208a,514675at33208a,514698at33208a,514724at33208a,514727at33208a,514740at33208a,514834at33208a,514892at33208a,515058at33208a,515377at33208a,515410at33208a,515425at33208a,515528at33208a,515640at33208a,516078at33208a,516321at33208a,516481at33208a,516659at33208a,516716at33208a,517311at33208a,517525at33208a,517686at33208a,517968at33208a,518288at33208a,518569at33208a,518635at33208a,519030at33208a,519303at33208a,519777at33208a,520011at33208a,521343at33208a,522886at33208a,522988at33208a,523206at33208a,523376at33208a,523534at33208a,524148at33208a,524165at33208a,524322at33208a,525542at33208a,525888at33208a,526074at33208a,526487at33208a,526673at33208a,526839at33208a,527406at33208a,528325at33208a,529092at33208a,529093at33208a,529708at33208a,529852at33208a,530431at33208a,532406at33208a,532693at33208a,532728at33208a,532930at33208a,533666at33208a,533690at33208a,534172at33208a,534206at33208a,534312at33208a,534757at33208a,534808at33208a,535268at33208a,535367at33208a,535524at33208a,535650at33208a,535664at33208a,535782at33208a,535806at33208a,536251at33208a,537470at33208a,537548at33208a,537718at33208a,537923at33208a,538442at33208a,539043at33208a,539215at33208a,539234at33208a,539360at33208a,539600at33208a,540193at33208a,541231at33208a,541260at33208a,541421at33208a,543124at33208a,543269at33208a,544546at33208a,544849at33208a,544919at33208a,545063at33208a,545389at33208a,545641at33208a,545744at33208a,545889at33208a,546305at33208a,546751at33208a,547099at33208a,547341at33208a,547766at33208a,548327at33208a,548444at33208a,548732at33208a,549156at33208a,549988at33208a,551166at33208a,551620at33208a,551632at33208a,551831at33208a,552201at33208a,552359at33208a,552764at33208a,552949at33208a,553411at33208a,553585at33208a,554010at33208a,554815at33208a,555162at33208a,555390at33208a,555538at33208a,556039at33208a,556189at33208a,556337at33208a,556445at33208a,556461at33208a,556510at33208a,556587at33208a,556750at33208a,556925at33208a,557292at33208a,557596at33208a,557694at33208a,557834at33208a,557962at33208a,558368at33208a,558385at33208a,558552at33208a,558791at33208a,558897at33208a,558933at33208a,559146at33208a,559501at33208a,559576at33208a,559732at33208a,559883at33208a,560453at33208a,560566at33208a,560584at33208a,560694at33208a,561054at33208a,561248at33208a,561417at33208a,561688at33208a,561878at33208a,561943at33208a,562780at33208a,563084at33208a,563358at33208a,563359at33208a,563426at33208a,563679at33208a,563832at33208a,564234at33208a,564286at33208a,565053at33208a,566026at33208a,566116at33208a,566262at33208a,566447at33208a,566527at33208a,566916at33208a,567650at33208a,567750at33208a,567809at33208a,568022at33208a,568170at33208a,568839at33208a,568949at33208a,569294at33208a,569303at33208a,569812at33208a,569878at33208a,570262at33208a,570646at33208a,570717at33208a,571149at33208a,571944at33208a,572074at33208a,572434at33208a,572463at33208a,572754at33208a,572845at33208a,573203at33208a,573237at33208a,573313at33208a,574311at33208a,575360at33208a,576633at33208a,576938at33208a,576997at33208a,577068at33208a,577339at33208a,577929at33208a,578354at33208a,578582at33208a,578684at33208a,578726at33208a,578734at33208a,578959at33208a,579029at33208a,580062at33208a,580288at33208a,580851at33208a,580896at33208a,581006at33208a,581475at33208a,581543at33208a,581547at33208a,581621at33208a,581717at33208a,581779at33208a,582265at33208a,582341at33208a,582473at33208a,582823at33208a,582951at33208a,583626at33208a,584023at33208a,584333at33208a,584373at33208a,585078at33208a,585232at33208a,585305at33208a,585313at33208a,585656at33208a,585726at33208a,585809at33208a,586156at33208a,586310at33208a,586690at33208a,586719at33208a,587399at33208a,587407at33208a,587513at33208a,587688at33208a,587958at33208a,589773at33208a,589901at33208a,590221at33208a,590347at33208a,590416at33208a,590470at33208a,591316at33208a,591391at33208a,591498at33208a,592087at33208a,592094at33208a,592759at33208a,592872at33208a,594172at33208a,594271at33208a,594842at33208a,594937at33208a,595010at33208a,595316at33208a,595404at33208a,595858at33208a,596131at33208a,596973at33208a,597023at33208a,597816at33208a,598405at33208a,598944at33208a,599320at33208a,600462at33208a,600823at33208a,601242at33208a,601650at33208a,601768at33208a,601875at33208a,601886at33208a,601967at33208a,602089at33208a,602148at33208a,602587at33208a,603239at33208a,603370at33208a,603609at33208a,603673at33208a,604211at33208a,604943at33208a,605189at33208a,606048at33208a,606539at33208a,606748at33208a,606776at33208a,606795at33208a,606958at33208a,607862at33208a,608011at33208a,608074at33208a,608190at33208a,608669at33208a,608869at33208a,608924at33208a,609899at33208a,610427at33208a,610541at33208a,611258at33208a,611279at33208a,611373at33208a,611891at33208a,612760at33208a,612825at33208a,613522at33208a,613580at33208a,613851at33208a,614305at33208a,615531at33208a,615585at33208a,615840at33208a,616120at33208a,616149at33208a,616613at33208a,616716at33208a,617020at33208a,617441at33208a,617522at33208a,617667at33208a,618339at33208a,618421at33208a,618516at33208a,618986at33208a,619250at33208a,619326at33208a,619415at33208a,620546at33208a,620753at33208a,621585at33208a,621808at33208a,622156at33208a,622172at33208a,622270at33208a,622461at33208a,622560at33208a,623138at33208a,623324at33208a,623444at33208a,623995at33208a,625077at33208a,625091at33208a,625769at33208a,628082at33208a,628231at33208a,628247at33208a,629763at33208a,630073at33208a,631107at33208a,631173at33208a,631196at33208a,631662at33208a,631767at33208a,631798at33208a,631811at33208a,632234at33208a,632472at33208a,632566at33208a,633007at33208a,633282at33208a,633619at33208a,634446at33208a,634447at33208a,636041at33208a,636070at33208a,636300at33208a,636423at33208a,637971at33208a,638541at33208a,639252at33208a,640187at33208a,640349at33208a,641073at33208a,641257at33208a,642323at33208a,642552at33208a,642773at33208a,643380at33208a,643883at33208a,643954at33208a,644034at33208a,648300at33208a,649979at33208a
Abeoforma_whisleri,0,0,3,3,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,3,0,0,3,0,0,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,3,0,0,3,0,0,0,0,0,0,0,3,3,3,3,0,0,3,0,0,0,2,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3,0,3,0,0,3,0,0,0,3,0,1,0,0,0,0,0,3,3,3,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,3,2,0,3,0,0,3,0,3,0,0,3,0,3,3,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,2,3,0,0,0,2,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,3,3,0,1,3,2,2,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,3,3,0,0,0,3,3,0,0,0,0,3,0,1,0,0,0,3,0,2,0,3,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,3,3,2,0,1,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,3,3,0,3,0,0,0,0,3,0,2,3,0,0,3,1,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,2,0,0,0,3,0,0,0,0,3,0,0,0,0,1,1,0,3,3,3,0,0,1,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,1,3,0,0,3,3,0,0,0,3,0,0,3,0,0,3,0,3,0,0,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,2,3,0,3,1,0,0,3,1,0,3,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,3,0,3,3,2,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,3,0,3,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,0,3,0,3,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,3,3,3,2,3,3,3,3,3,3,0,3,0,3,3,0,1,0,0,0,3,0,2,0,0,0,0,3,0,0,0,0,0,0,0,2,3,0,1,3,3,3,3,3,3,0,0,3,0,0,0,3,0,0,0,0,0,3,2,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,0,2,3,0,3,0,0,3,0,0,0,0,3,3,0,0,0,3,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,0,0,2,3,3,1,3,0,0,0,0,3,0,0,0,0,0,3,3,3,0,0,0,0,2,0,0,0,3,0,2,3,3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,1,3,0,3,3,3,0,3,0,0,3,0,0,0,0,0,0,3,3,0,3,3,0,3,2,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,3,3,3,0,0,0,3,3,0,0,0,0,3,3,0,3,3,0,0,3,1,0,3,0,3,3,0,3,0,0,0,0,0,0,0,3,0,3,0,1,3,3,0,0,0,0,2,3,0,0,0,0,0,3,0,3,0,0,1,0,3,0,3,3,3,0,3,0,3,2,2,0,3,0,3,0,0,3,0,0,0,3,3,0,3,3,0,3,2,3,3,0,0,3,3,0,0
Acanthoeca_spectabilis,0,0,0,3,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,3,0,0,0,2,3,0,1,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,0,3,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,3,0,1,0,1,0,0,1,0,0,0,3,3,0,1,3,0,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,0,3,0,1,1,0,0,0,1,2,0,3,1,1,1,1,3,0,0,0,0,0,0,3,0,1,0,1,0,1,1,0,0,3,1,0,0,1,0,0,0,2,0,0,1,3,1,0,0,0,0,0,1,0,3,0,1,3,1,2,1,0,0,3,3,1,0,1,3,3,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,1,1,0,1,0,0,0,3,0,0,0,0,1,3,0,0,1,1,0,0,0,0,3,3,1,1,0,0,3,3,0,1,3,0,1,0,0,0,1,3,3,0,3,3,3,1,3,3,3,1,0,3,1,1,1,1,3,2,0,1,1,0,0,1,0,0,1,1,3,0,1,1,0,3,3,0,0,1,1,0,0,0,3,0,1,3,0,0,1,3,0,3,2,0,0,0,0,0,0,0,3,0,0,1,0,3,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,3,1,3,1,2,0,0,3,1,2,3,1,0,1,1,0,3,3,0,3,0,0,0,0,0,0,3,3,3,1,0,1,1,0,3,3,0,1,3,0,1,0,0,0,0,0,3,0,1,3,1,0,1,3,0,3,0,1,3,1,0,3,0,0,3,3,0,0,1,3,0,0,1,3,1,1,1,3,1,1,0,1,0,1,1,1,0,0,2,0,3,3,0,1,1,0,0,1,0,0,1,0,0,0,0,0,3,3,3,1,0,1,0,1,3,0,0,1,0,3,0,3,0,0,0,1,1,0,0,3,3,0,0,1,0,1,0,3,0,0,3,1,0,3,1,0,0,0,1,0,1,0,1,3,0,1,1,0,1,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,0,1,0,0,3,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,3,1,0,3,1,0,3,0,3,0,3,0,0,3,1,3,0,0,3,0,3,3,0,3,0,0,0,1,0,3,1,0,0,3,3,3,0,0,0,0,1,2,2,0,0,0,0,0,0,0,3,3,0,0,3,3,0,3,0,0,0,0,3,3,0,0,2,0,3,3,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,1,3,0,1,0,1,2,3,0,0,0,0,0,0,3,1,3,0,1,0,1,3,0,0,1,2,3,3,3,1,1,0,1,0,0,1,3,3,0,1,0,1,0,0,0,3,3,3,1,0,3,1,0,0,1,0,0,1,0,3,0,1,3,3,3,0,0,3,1,1,3,0,0,0,2,0,1,3,0,0,2,1,0,3,1,3,0,0,0,3,1,0,0,3,0,3,1,3,0,3,0,0,0,1,3,0,2,2,0,3,0,1,1,1,3,1,3,0,3,0,3,1,3,0,0,1,3,0,0,1,2,3,1,3,0,3,1,0,3,3,0,2,1,0,0,1,3,3,0,2,1,3,3,0,3,0,0,1,3,0,0,1,1,3,0,2,0,3,3,0,3,0,3,3,1,0,0,0,0,1,0,0,1,3,2,3,2,3,3,0,0,3,0,2,1,2,0,1,1,0,3,3,0,3,0,1,1,3,2,3,0,3,1,1,1,3,3,0,3,0,3,3,3,0,3,1,0,2,0,0,2,0,2,3,3,3,3,1,1,0,1,3,0,1,0,1,2,0,0,3,3,0,0,3,0,1,3,3,1,2,0,0,0,0,0,0,3,1,0,3,0,1,0,0,3,2,0,0,0,0,2,3,1,1,1,1,3,0,0,3,0,1,0,0,1,0,3,3,3,1,3,3,3,1,0,0,3,2,0,1,3,0,0,1,2,0,3,3,3,3,0,3,3,3,3,0,0,3,0,3,3
Acropora_aculeus,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,3,0,1,0,1,1,0,3,0,0,0,1,0,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,3,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,1,3,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,3,0,0,3,0,1,1,0,0,0,0,0,0,1,0,3,0,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,1,0,1,1,0,0,3,0,1,0,1,2,1,0,0,0,1,0,0,0,1,0,0,0,3,0,1,3,0,0,0,3,1,0,0,0,3,0,1,2,2,0,0,0,0,0,0,0
